# ROI spectrum (quick check)
# Parameter: Photon energy (eV)
# Axis source: PreviewController.currentAxis
Photon energy (eV),Intensity
461.877,1.2132129418785216
462.214,1.2121250651894844
462.251,1.208739456410762
462.572,1.207363452874449
462.582,1.2046080870928237
462.993,1.2009086745535964
463.222,1.1981457390855466
463.155,1.1963395312977618
463.532,1.1942432545455766
463.849,1.1931879036214739
464.032,1.1920036115886394
464.146,1.188907815318887
464.464,1.1858924673861915
464.555,1.1822295758341987
464.764,1.1774819335341984
464.769,1.1720087780436947
465.082,1.1664190907478968
465.451,1.1630636421051317
465.468,1.1581379884085623
465.612,1.1565164311094092
466.029,1.1533129020360773
466.269,1.1530867124210797
466.449,1.1530215066507954
466.668,1.1523326597318586
466.697,1.1537604129954295
467.019,1.1550364750670394
467.017,1.1575894517943763
467.428,1.1568849822614082
467.648,1.1550393251893527
467.855,1.1571759878076946
467.806,1.157969332155711
468.087,1.1608371180010495
468.291,1.1615391241786783
468.561,1.1655140497945733
468.643,1.1669225535884922
469.024,1.1684934779065177
469.24,1.1689866054454945
469.229,1.1699558989033276
469.484,1.1713182710154915
469.816,1.1709746861688093
469.817,1.1686017494811183
470.026,1.1681625164285214
470.422,1.166745062538774
470.488,1.165492592347948
470.924,1.1656202929728137
471.0,1.165374766473501
471.306,1.1655172943559557
471.507,1.1651041954941483
471.714,1.16582193027055
471.87,1.1671965205947423
472.151,1.1671258091942491
472.062,1.16727309859858
472.264,1.166954710787782
472.735,1.1665640470341514
472.737,1.1645078530605735
473.072,1.1623250067828281
473.158,1.161129620359295
473.537,1.160222894232405
473.746,1.1595577283385854
473.941,1.1593678068447224
474.064,1.1592865165986899
474.326,1.1599832985491139
474.419,1.1595167875587038
474.77,1.158535164465721
474.739,1.156335794521923
474.997,1.1563432617864087
475.343,1.1553602216479106
475.308,1.1558226448998918
475.572,1.1561412452850262
475.995,1.1560300161628636
476.09,1.154892919954189
476.354,1.1537525370141377
476.542,1.154512918651242
476.552,1.1534546476407304
476.961,1.1527049981504651
476.905,1.1505362181603451
477.178,1.1481617468652807
477.548,1.1465865774114976
477.578,1.1451330357028089
477.972,1.1441769772987678
477.981,1.143992941750312
478.417,1.1431096344947476
478.316,1.143242177238281
478.555,1.1438255100322827
479.037,1.1441865892746237
479.221,1.1445360911079248
479.416,1.1418497823662916
479.624,1.1407631259409583
479.594,1.1370371188772772
479.928,1.1348251343988451
479.93,1.1338193053285146
480.441,1.134810768034676
480.447,1.136344176152539
480.621,1.1366400961399885
480.876,1.135865834205202
481.121,1.1371191304488095
481.238,1.1378491529715704
481.633,1.1388425241166933
481.846,1.1371008976007326
482.051,1.1363865165353266
482.193,1.1365113599812495
482.222,1.1357424404138514
482.363,1.1365244846173574
482.571,1.1361112740114319
482.857,1.1356094823743985
483.127,1.1354408842750732
483.191,1.1354307641343373
483.566,1.1355182619568758
483.553,1.1351406374541342
483.963,1.1334545492266386
483.995,1.1311953153705945
484.139,1.1319599088022074
484.422,1.1320644999491654
484.771,1.1317946593071062
484.823,1.131552056043157
485.004,1.1292698177574834
485.47,1.130140583647174
485.493,1.1302425218621712
485.895,1.128593666702164
485.85,1.128777374517924
486.019,1.1289564911339107
486.173,1.1277559460461597
486.691,1.124405253176505
486.808,1.1246801679226053
486.91,1.1218943844778333
487.095,1.1206507797828662
487.428,1.1186453349727825
487.424,1.1194141496908672
487.679,1.1169530851748228
487.877,1.1148674420790887
488.345,1.1108978417408049
488.367,1.1089455981430303
488.649,1.1064686156797392
488.718,1.104997899962295
488.862,1.1044219338837649
489.024,1.1038559661978862
489.262,1.103747986128412
489.734,1.106574054765642
489.693,1.107916692060594
489.899,1.1101333645074758
490.036,1.1124447310906789
490.378,1.1146927952994565
490.589,1.1158816028138974
490.941,1.1157564290275093
490.912,1.114685708716265
491.284,1.117666227080144
491.556,1.1193995292296672
491.622,1.1184469037884088
491.928,1.1138367309160921
492.123,1.1143086590051905
492.389,1.115037766646528
492.561,1.1165881934052624
492.733,1.1169879649491714
492.684,1.1165209057753633
492.863,1.114422923266007
493.368,1.1138123597791234
493.272,1.1108230630687617
493.784,1.1093702071689724
493.907,1.1096463287605687
494.21,1.1106192082039335
494.26,1.1096771628073108
494.266,1.1077320164970514
494.808,1.104096690281358
494.663,1.1032273732211977
494.881,1.1008508427220136
495.351,1.0991839148437126
495.471,1.096092866905775
495.599,1.0954111641213544
495.672,1.0958212803500773
495.926,1.0945016587408747
496.436,1.0944266358325123
496.603,1.093956348184315
496.775,1.0939106725253136
496.75,1.0953713462873564
497.222,1.094641013225139
497.112,1.0949857308943332
497.445,1.0966871044156983
497.83,1.0977835465373147
497.8,1.0973195331932197
498.163,1.0978349016185798
498.369,1.0979059027759592
498.313,1.0985159807534581
498.512,1.0978560396306811
498.746,1.0978217913291834
498.953,1.098351557173189
499.251,1.0955291117491917
499.318,1.0955569923868462
499.613,1.096130273606146
500.04,1.0951958701070228
500.253,1.0952749173980136
500.468,1.094699791554499
500.36,1.0947280907431425
500.619,1.0927395340793389
501.046,1.0900021172570487
500.994,1.085761373768779
501.499,1.0859669531677805
501.595,1.0864282801882619
501.605,1.0856806356138196
501.844,1.083760449088127
501.964,1.0810611030242399
502.146,1.0795866667863545
502.71,1.0786828012261205
502.605,1.0798054593954303
