# ROI spectrum (quick check)
# Parameter: Photon energy (eV)
# Axis source: PreviewController.currentAxis
Photon energy (eV),Intensity
483.2,1438.9254243250373
483.4,1445.3141324421774
483.6,1447.6469967461085
483.8,1453.1366634420895
484.0,1456.420455544807
484.2,1456.6502506375869
484.4,1476.4462228475948
484.6,1485.4608213877407
484.8,1499.784891390379
485.0,1507.607422390291
485.2,1515.5587019611291
485.4,1514.0286694222143
485.6,1519.6335414651305
485.8,1532.822530999912
486.0,1548.7540233928414
486.2,1567.1210095857884
486.4,1575.8300940990239
486.6,1583.939495207106
486.8,1592.551666520095
487.0,1598.0346495470935
487.2,1592.1873186175358
487.4,1586.6382903878286
487.6,1564.8909506639698
487.8,1564.3106147216604
488.0,1549.9922610148624
488.2,1535.1925072552986
488.4,1539.3186175358367
488.6,1522.3011168762641
488.8,1546.5864040102015
489.0,1535.3210799401988
489.2,1527.0155659132881
489.4,1529.0821387740743
489.6,1551.2071057954445
489.8,1548.8162870459942
490.0,1531.094890510949
490.2,1537.4680327148008
490.4,1550.7457567496263
490.6,1542.8506727640488
490.8,1551.6433031395657
491.0,1561.4838624571278
491.2,1564.1187230674523
491.4,1574.0232169554129
491.6,1577.188198047665
491.8,1574.8120657813736
492.0,1559.3065693430658
492.2,1586.3517720517104
492.4,1588.616040805558
492.6,1605.200422126462
492.8,1615.7105795444552
493.0,1609.4187846275613
493.2,1620.3563450883828
493.4,1624.0274382200334
493.6,1610.5741799314044
493.8,1628.40462580248
494.0,1615.952598716032
494.2,1634.607510333304
494.4,1631.0201389499605
494.6,1629.493360302524
494.8,1623.019435405857
495.0,1622.4280186439187
495.2,1605.0730806437427
495.4,1617.143522997098
495.6,1618.2217043355906
495.8,1611.262685779615
496.0,1611.5594934482456
496.2,1610.7779438923578
496.4,1602.9383519479377
496.6,1609.2079852255738
496.8,1606.366986192947
497.0,1598.5132354234456
497.2,1600.7584205434878
497.4,1605.4723419224342
497.6,1614.355993316331
497.8,1618.295488523437
498.0,1617.3466713569608
498.2,1606.1674434966142
498.4,1613.2720077389852
498.6,1636.7257057426787
498.8,1623.754551050919
499.0,1629.3963591592649
499.2,1648.3885322311141
499.4,1634.9931404449917
499.6,1659.0371998944684
499.8,1658.1517016973
500.0,1666.7696772491427
500.2,1660.9339547972913
500.4,1673.3999648227948
500.6,1657.8643918740656
500.8,1647.5232609269194
501.0,1643.8514642511652
501.2,1650.2785155219417
501.4,1641.561340251517
501.6,1642.386421598804
501.8,1640.8132090405418
502.0,1629.9966581655087
502.2,1641.7549907659836
502.4,1646.7978190132794
502.6,1673.2520446750505
502.8,1631.2510773019083
503.0,1669.3257409198839
503.2,1660.7293114062088
503.4,1668.144666256266
503.6,1658.0517104916014
503.8,1643.3129891830094
504.0,1657.1816023216954
504.2,1669.3530032538915
504.4,1672.328115381233
504.6,1666.3902910913728
504.8,1664.2137015214141
505.0,1662.4255562395567
