Energy, ROI1, machine_cur, Keithley_1_raw, Image
700.0, 321353.0, 401.763841974838, 5.249266E-8, 
700.3, 320174.0, 401.73334254670226, 5.253889E-8, 
700.6, 318724.0, 401.70665554708347, 5.23149E-8, 
700.9, 317763.0, 401.68378097598173, 5.238135E-8, 
701.2, 318018.0, 401.65709397636294, 5.214711E-8, 
701.5, 316472.0, 401.6265945482272, 5.218449E-8, 
701.8, 316295.0, 401.5999075486085, 5.209247E-8, 
702.1, 315316.0, 401.56559569195576, 5.187323E-8, 
702.4, 313539.0, 401.53509626382004, 5.159699E-8, 
702.7, 314769.0, 401.50459683568437, 5.168578E-8, 
703.0, 312579.0, 401.4779098360656, 5.190757E-8, 
703.1, 311950.0, 401.4512228364468, 5.177575E-8, 
703.2, 312470.0, 401.42453583682806, 5.172684E-8, 
703.3000000000001, 313973.0, 401.40166126572626, 5.156063E-8, 
703.4, 313050.0, 401.37116183759053, 5.173914E-8, 
703.5, 314013.0, 401.3444748379718, 5.178059E-8, 
703.6, 312467.0, 401.317787838353, 5.165061E-8, 
703.7, 312630.0, 401.2911008387342, 5.153634E-8, 
703.8000000000001, 312911.0, 401.2682262676325, 5.163574E-8, 
703.9, 311254.0, 401.24153926801375, 5.154559E-8, 
704.0, 312057.0, 401.21485226839496, 5.157052E-8, 
704.1, 311913.0, 401.18816526877623, 5.156371E-8, 
704.2, 311848.0, 401.1538534121235, 5.150527E-8, 
704.3000000000001, 311256.0, 401.1309788410217, 5.150269E-8, 
704.4, 309990.0, 401.10047941288605, 5.144729E-8, 
704.5, 311059.0, 401.06997998475026, 5.151702E-8, 
704.6, 311274.0, 401.0432929851315, 5.120269E-8, 
704.7, 311338.0, 401.0204184140298, 5.149512E-8, 
704.8000000000001, 311255.0, 400.989918985894, 5.138757E-8, 
704.9, 310488.0, 400.9632319862752, 5.111649E-8, 
705.0, 309907.0, 400.93654498665654, 5.128989E-8, 
705.1, 309753.0, 400.90985798703775, 5.119668E-8, 
705.2, 309510.0, 400.8869834159359, 5.13403E-8, 
705.3000000000001, 310293.0, 400.8641088448342, 5.132983E-8, 
705.4, 308403.0, 400.83742184521543, 5.105383E-8, 
705.5, 308415.0, 400.8145472741136, 5.09135E-8, 
705.6, 307343.0, 400.7916727030118, 5.091273E-8, 
705.7, 307860.0, 400.7611732748761, 5.111364E-8, 
705.8000000000001, 309317.0, 400.7306738467404, 5.115866E-8, 
705.9, 306817.0, 400.70398684712166, 5.111E-8, 
706.0, 306644.0, 400.67729984750287, 5.098217E-8, 
706.1, 306717.0, 400.6506128478841, 5.097194E-8, 
706.2, 306083.0, 400.6315507052992, 5.078335E-8, 
706.3000000000001, 306226.0, 400.5972388486466, 5.09986E-8, 
706.4, 307251.0, 400.57817670606175, 5.092322E-8, 
706.5, 306443.0, 400.55148970644296, 5.083601E-8, 
706.6, 305198.0, 400.5286151353412, 5.090023E-8, 
706.7, 305305.0, 400.4943032786885, 5.083801E-8, 
706.8000000000001, 303753.0, 400.4714287075867, 5.072035E-8, 
706.9, 303837.0, 400.448554136485, 5.05808E-8, 
707.0, 303387.0, 400.4218671368662, 5.029647E-8, 
707.1, 303116.0, 400.4028049942813, 5.030041E-8, 
707.2, 303019.0, 400.3646807091117, 5.027167E-8, 
707.3000000000001, 302296.0, 400.33799370949293, 5.01414E-8, 
707.4, 302625.0, 400.31511913839114, 5.003137E-8, 
707.5, 302658.0, 400.29224456728934, 5.01226E-8, 
707.6, 301404.0, 400.2617451391537, 4.993677E-8, 
707.7, 301078.0, 400.2426829965688, 4.998911E-8, 
707.8000000000001, 303894.0, 400.219808425467, 4.995326E-8, 
707.9, 301628.0, 400.1931214258483, 5.013262E-8, 
708.0, 303445.0, 400.1664344262295, 4.967761E-8, 
708.1, 301231.0, 400.81073484559664, 4.990985E-8, 
708.2, 303869.0, 401.52365897826917, 5.033415E-8, 
708.3000000000001, 303869.0, 402.0650238276782, 5.018163E-8, 
708.4, 305372.0, 402.0421492565764, 5.008059E-8, 
708.5, 304084.0, 402.01546225695773, 5.032339E-8, 
708.6, 303558.0, 401.98877525733894, 5.014949E-8, 
708.7, 303878.0, 401.96208825772015, 5.040932E-8, 
708.8000000000001, 302987.0, 401.9315888295845, 5.014145E-8, 
708.9, 304998.0, 401.90871425848263, 5.016162E-8, 
709.0, 303441.0, 401.8820272588639, 5.027541E-8, 
709.1, 304201.0, 401.85534025924517, 5.033205E-8, 
709.2, 304727.0, 401.8286532596264, 5.030418E-8, 
709.3000000000001, 305256.0, 401.8057786885246, 5.053444E-8, 
709.4, 304980.0, 401.7752792603889, 5.056822E-8, 
709.5, 305359.0, 401.7485922607701, 5.033017E-8, 
709.6, 304206.0, 401.72190526115133, 5.033994E-8, 
709.7, 303807.0, 401.69903069004954, 5.033108E-8, 
709.8000000000001, 304700.0, 401.6761561189478, 5.04116E-8, 
709.9, 303669.0, 401.65328154784595, 5.032073E-8, 
710.0, 301405.0, 401.63040697674415, 5.042454E-8, 
710.1, 301530.0, 401.5999075486085, 5.000473E-8, 
710.2, 301420.0, 401.56940812047276, 5.019172E-8, 
710.3000000000001, 302838.0, 401.54272112085397, 5.03254E-8, 
710.4, 301507.0, 401.51984654975223, 5.022703E-8, 
710.5, 301853.0, 401.49315955013344, 5.028556E-8, 
710.6, 301510.0, 401.47028497903165, 5.020724E-8, 
710.7, 302979.0, 401.4512228364468, 5.029061E-8, 
710.8000000000001, 302590.0, 401.4169109797941, 5.032295E-8, 
710.9, 302838.0, 401.39403640869233, 5.036269E-8, 
711.0, 301297.0, 401.36734940907354, 5.013119E-8, 
711.1, 301380.0, 401.3444748379718, 5.021873E-8, 
711.2, 301256.0, 401.32160026687, 5.035366E-8, 
711.3000000000001, 302237.0, 401.29872569576816, 5.044149E-8, 
711.4, 301426.0, 401.2682262676325, 4.994831E-8, 
711.5, 301267.0, 401.2453516965307, 5.02012E-8, 
711.6, 302434.0, 401.2224771254289, 5.018194E-8, 
711.7, 300995.0, 401.1919776972932, 5.012591E-8, 
711.8000000000001, 300200.0, 401.16529069767444, 4.9975E-8, 
711.9, 299285.0, 401.13860369805565, 4.989871E-8, 
712.0, 300387.0, 401.11191669843697, 5.006027E-8, 
